"rank","global_rank","so_answer_id"
665,25127,"7577573"
666,25133,"8991331"
667,25136,"5756784"
668,25162,"14604637"
669,25188,"10141339"
670,25202,"10935734"
671,25216,"7142371"
672,25228,"12381788"
673,25232,"18672745"
674,25281,"7100516"
675,25291,"12816318"
676,25315,"3433491"
677,25337,"16272150"
678,25352,"14359990"
679,25360,"9334357"
680,25361,"19173316"
681,25363,"2592258"
682,25437,"4385419"
683,25496,"559059"
684,25522,"624002"
685,25582,"34675219"
686,25675,"1693326"
687,25682,"4450245"
688,25788,"3871163"
689,25790,"12097102"
690,25801,"9266694"
691,25834,"20519174"
692,25982,"5182519"
693,26029,"3217622"
694,26071,"17518235"
695,26098,"12729322"
696,26110,"2915463"
697,26123,"14741292"
698,26168,"9649547"
699,26196,"2198390"
700,26310,"20662374"
701,26319,"13432957"
702,26322,"9156358"
703,26366,"13652567"
704,26404,"12053112"
705,26436,"2216328"
706,26449,"1069975"
707,26452,"41265055"
708,26532,"18607545"
709,26554,"5841690"
710,26663,"8820321"
711,26665,"5237354"
712,26674,"16134912"
713,26700,"7619520"
714,26757,"2436166"
715,26807,"2569314"
716,26820,"3514768"
717,26845,"1579006"
718,26847,"2605884"
719,26893,"17561576"
720,26929,"22823427"
721,26945,"4866895"
722,26972,"11711248"
723,26990,"8367155"
724,26997,"113069"
725,27083,"16787236"
726,27091,"5977426"
727,27098,"4045101"
728,27122,"15518922"
729,27190,"20900962"
730,27212,"23513443"
731,27216,"7063917"
732,27231,"5910577"
733,27238,"10199499"
734,27299,"12255815"
735,27318,"6420679"
736,27332,"3508976"
737,27356,"22195142"
738,27385,"26904043"
739,27388,"13554326"
740,27423,"11485323"
741,27475,"3090789"
742,27486,"7590847"
743,27509,"18207621"
744,27535,"34938484"
745,27543,"12286949"
746,27579,"706230"
747,27616,"12916194"
748,27654,"179971"
749,27658,"12674004"
750,27707,"4843095"
751,27712,"24139603"
752,27722,"16817458"
753,27738,"3707760"
754,27773,"169857"
755,27835,"21476466"
756,27876,"27031870"
757,27882,"2318759"
758,27906,"20858909"
759,27916,"13260495"
760,28017,"11651876"
761,28067,"5935245"
762,28149,"30089517"
763,28163,"15744256"
764,28226,"38418531"
765,28259,"6291685"
766,28401,"5565025"
767,28463,"5679435"
768,28496,"28611750"
769,28513,"13009765"
770,28586,"24691937"
771,28598,"10253478"
772,28645,"19537440"
773,28665,"1342950"
774,28684,"5593572"
775,28717,"25828858"
776,28734,"3714102"
777,28737,"27845448"
778,28785,"4470072"
779,28808,"14400242"
780,28825,"19510217"
781,28839,"1924269"
782,28856,"1711820"
783,28869,"41660305"
784,28878,"4883220"
785,28965,"4499595"
786,28974,"5770314"
787,28995,"4065546"
788,28997,"6143347"
789,29000,"16098412"
790,29044,"5377695"
791,29074,"9886992"
792,29153,"2592747"
793,29160,"8182674"
794,29162,"4083850"
795,29180,"12942418"
796,29182,"14392307"
797,29214,"14028737"
798,29240,"11045632"
799,29253,"12772008"
800,29263,"12097493"
801,29286,"646264"
802,29315,"26749800"
803,29331,"18070669"
804,29374,"14583048"
805,29376,"3959252"
806,29381,"30899709"
807,29417,"4159654"
808,29491,"3335062"
809,29587,"7008134"
810,29603,"38062699"
811,29692,"2564544"
812,29724,"25492055"
813,29745,"21920224"
814,29795,"18863925"
815,29823,"5894745"
816,29828,"9261864"
817,29850,"4775525"
818,29966,"10537422"
819,30009,"7371375"
820,30080,"13370154"
821,30133,"12899896"
822,30167,"11218519"
823,30202,"632266"
824,30209,"12030"
825,30240,"16191797"
826,30253,"11193298"
827,30329,"5239268"
828,30344,"3704852"
829,30363,"10599292"
830,30384,"14325510"
831,30387,"4430181"
832,30427,"17417159"
833,30477,"2693188"
834,30612,"10061009"
835,30664,"5902096"
836,30669,"3863877"
837,30678,"14403515"
838,30702,"9442040"
839,30838,"5007007"
840,30847,"5360267"
841,30853,"15428431"
842,30875,"24928109"
843,30908,"11261030"
844,30929,"32887537"
845,30932,"2529114"
846,30933,"965858"
847,30950,"23493502"
848,30954,"15357211"
849,31039,"11810433"
850,31046,"18041666"
851,31145,"7685486"
852,31172,"3777853"
853,31191,"1419715"
854,31192,"15093194"
855,31231,"24272919"
856,31282,"16135988"
857,31289,"12805291"
858,31292,"9895016"
859,31353,"5266048"
860,31355,"9040238"
861,31433,"1170599"
862,31459,"4906550"
863,31492,"12720016"
864,31505,"8561366"
865,31530,"7433134"
866,31575,"19421083"
867,31601,"4239407"
868,31641,"13525053"
869,31708,"7705779"
870,31755,"6464492"
871,31782,"19320677"
872,31839,"21938288"
873,31844,"4753069"
874,31958,"9727218"
875,31960,"4726103"
876,31984,"3027174"
877,32005,"7654199"
878,32007,"5743803"
879,32025,"5186202"
880,32082,"6620674"
881,32085,"13626477"
882,32095,"17696981"
883,32111,"7863032"
884,32222,"23281863"
885,32226,"7224852"
886,32261,"18575926"
887,32271,"14974483"
888,32282,"3423448"
889,32312,"3902700"
890,32355,"13276095"
891,32365,"17979629"
892,32372,"5153867"
893,32451,"5306851"
894,32467,"13559953"
895,32538,"2455489"
896,32559,"9096158"
897,32566,"19279815"
898,32621,"11537026"
899,32646,"5333173"
900,32664,"11267064"
901,32671,"2735479"
902,32679,"37921828"
903,32685,"19667994"
904,32702,"410991"
905,32729,"14749397"
906,32745,"2496812"
907,32755,"1103472"
908,32760,"1527891"
909,32781,"897258"
910,32793,"15538150"
911,32883,"3377195"
912,32926,"7553801"
913,32933,"2498654"
914,32983,"34110716"
915,32995,"5335556"
916,33057,"6871727"
917,33105,"884989"
918,33110,"27631863"
919,33131,"33971562"
920,33190,"11176022"
921,33235,"2487771"
922,33419,"10550055"
923,33457,"2778605"
924,33478,"8438236"
925,33508,"30588106"
926,33530,"21147354"
927,33561,"2722023"
928,33573,"7107001"
929,33604,"700784"
930,33645,"6532768"
931,33661,"29575011"
932,33689,"42425541"
933,33765,"17269496"
934,33811,"2415629"
935,33831,"4615699"
936,33889,"9369172"
937,33890,"212817"
938,33915,"21019511"
939,33920,"45975"
940,33931,"34530160"
941,33938,"1433489"
942,34026,"2396331"
943,34038,"14976954"
944,34080,"9605428"
945,34082,"8517366"
946,34113,"2620053"
947,34147,"2301167"
948,34249,"8074077"
949,34251,"11470725"
950,34272,"6996584"
951,34276,"745451"
952,34308,"4546274"
953,34313,"7572313"
954,34341,"25789699"
955,34366,"5203206"
956,34411,"23442909"
957,34419,"17751100"
958,34434,"18442539"
959,34446,"2728905"
960,34457,"18872208"
961,34481,"25804241"
962,34487,"2637029"
963,34584,"15873089"
964,34586,"30867184"
965,34622,"20037347"
966,34640,"18774676"
967,34656,"11776597"
968,34695,"29099630"
969,34767,"22623218"
970,34796,"10970790"
971,34816,"14124282"
972,34836,"19115107"
973,34853,"14884056"
974,34894,"22955599"
975,34899,"5950446"
976,34906,"14344369"
977,34977,"17825571"
978,35030,"26794320"
979,35031,"38923285"
980,35051,"29797288"
981,35069,"4442740"
982,35139,"15492033"
983,35144,"4916023"
984,35166,"23803993"
985,35170,"4434023"
986,35206,"21587754"
987,35230,"24737131"
988,35241,"4343704"
989,35256,"14629585"
990,35273,"17842174"
991,35299,"10899809"
992,35311,"17828228"
993,35360,"3099566"
994,35414,"7038042"
995,35436,"22277602"
996,35438,"19456740"
997,35476,"1600007"
998,35478,"10157313"
999,35553,"3524170"
1000,35562,"7645107"
1001,35621,"5763435"
1002,35623,"10995506"
1003,35647,"10015293"
1004,35690,"8562475"
1005,35714,"6174232"
1006,35768,"15584738"
1007,35774,"978435"
1008,35784,"440536"
1009,35797,"39227042"
1010,35839,"18690114"
1011,35874,"9712666"
1012,35882,"2500152"
1013,35908,"19607058"
1014,35929,"16386332"
1015,35937,"9375063"
1016,36046,"2076252"
1017,36115,"21502884"
1018,36119,"5233697"
1019,36134,"36024761"
1020,36140,"4861515"
1021,36151,"10307326"
1022,36198,"28770603"
1023,36252,"9410885"
1024,36259,"19515016"
1025,36261,"26574413"
1026,36281,"6410843"
1027,36323,"40857656"
1028,36349,"41356309"
1029,36430,"14666045"
1030,36431,"23320280"
1031,36487,"31475962"
1032,36505,"19225780"
1033,36511,"3718040"
1034,36539,"14539590"
1035,36599,"19923212"
1036,36674,"5783082"
1037,36748,"11693856"
1038,36770,"12659883"
1039,36813,"19829979"
1040,36901,"38771750"
1041,36950,"24833398"
1042,36969,"10897250"
1043,36978,"1167547"
1044,37041,"9690399"
1045,37043,"8184129"
1046,37049,"17213258"
1047,37082,"17423727"
1048,37085,"1982922"
1049,37122,"1647432"
1050,37123,"12150348"
1051,37138,"25953460"
1052,37163,"29049016"
1053,37178,"11339074"
1054,37203,"2469073"
1055,37219,"35263148"
1056,37227,"2277824"
1057,37246,"13288280"
1058,37268,"7872922"
1059,37297,"8062048"
1060,37301,"1528150"
1061,37357,"2705099"
1062,37367,"34949543"
1063,37381,"2561357"
1064,37403,"8153449"
1065,37414,"7927984"
1066,37478,"11150213"
1067,37492,"14144946"
1068,37509,"17973306"
1069,37555,"41430483"
1070,37658,"5392266"
1071,37665,"5751044"
1072,37667,"5269313"
1073,37708,"36549263"
1074,37751,"19181394"
1075,37770,"11288562"
1076,37776,"13547450"
1077,37809,"14887751"
1078,37834,"6074832"
1079,37861,"3282597"
1080,37877,"16247861"
1081,37957,"7036828"
1082,38031,"13573367"
1083,38069,"23513245"
1084,38071,"11233947"
1085,38084,"19705386"
1086,38149,"3976726"
1087,38166,"11966006"
1088,38187,"11429698"
1089,38233,"6227653"
1090,38241,"7446660"
1091,38273,"21904810"
1092,38287,"243747"
1093,38297,"11775275"
1094,38324,"14226022"
1095,38374,"12557977"
1096,38407,"11243868"
1097,38425,"3778768"
1098,38486,"19744894"
1099,38521,"4710149"
1100,38558,"2293230"
1101,38568,"8663224"
1102,38589,"6671503"
1103,38612,"17183859"
1104,38657,"13832561"
1105,38674,"5221868"
1106,38684,"23307365"
1107,38730,"3428963"
1108,38753,"2649342"
1109,38775,"52966"
1110,38851,"12175454"
1111,38922,"9144216"
1112,38940,"16111810"
1113,38955,"12741339"
1114,38958,"24755450"
1115,38977,"17401420"
1116,39025,"10323401"
1117,39047,"14346463"
1118,39051,"14160426"
1119,39083,"18389030"
1120,39101,"15421630"
1121,39186,"2715092"
1122,39206,"16864230"
1123,39308,"24843680"
1124,39364,"10088012"
1125,39402,"5261168"
1126,39409,"7772450"
1127,39416,"22541145"
1128,39471,"992876"
1129,39531,"8456193"
1130,39542,"7251225"
1131,39548,"9946292"
1132,39610,"2992643"
1133,39655,"6243710"
1134,39663,"19007294"
1135,39685,"5501860"
1136,39689,"14354743"
1137,39736,"5577410"
1138,39743,"20953974"
1139,39749,"10414488"
1140,39755,"17759264"
1141,39756,"5479029"
1142,39781,"5086875"
1143,39798,"4336530"
1144,39805,"13575143"
1145,39829,"5633577"
1146,39855,"13056718"
1147,39870,"34324083"
1148,39880,"4307326"
1149,39887,"14174868"
1150,39908,"33633682"
1151,39922,"5290628"
1152,39926,"14092733"
1153,39930,"12255711"
1154,39936,"5159525"
1155,39952,"8624220"
1156,39956,"4615965"
1157,39981,"9962492"
1158,39984,"9404975"
1159,39997,"1972568"
1160,40033,"25087054"
1161,40071,"5480647"
1162,40129,"10922188"
1163,40151,"8923755"
1164,40153,"4141352"
1165,40157,"38876591"
1166,40165,"44088873"
1167,40188,"3103413"
1168,40199,"8298305"
1169,40223,"23691555"
1170,40263,"11009861"
1171,40272,"16190789"
1172,40288,"8117693"
1173,40293,"360291"
1174,40295,"16361505"
1175,40325,"2567579"
1176,40339,"9677407"
1177,40342,"1742721"
1178,40345,"2393748"
1179,40360,"38246822"
1180,40362,"7662428"
1181,40372,"29260380"
1182,40403,"7694849"
1183,40457,"2267807"
1184,40459,"3179082"
1185,40473,"36568643"
1186,40517,"1880828"
1187,40551,"7024429"
1188,40568,"9762904"
1189,40687,"12853586"
1190,40715,"28319873"
1191,40726,"9780757"
1192,40729,"14243847"
1193,40789,"22128514"
1194,40807,"10751927"
1195,40827,"43394396"
1196,40880,"14714599"
1197,40881,"7051534"
1198,40910,"6015005"
1199,40921,"16533006"
1200,40971,"5746534"
1201,40976,"4094034"
1202,40998,"19129523"
1203,41038,"28808481"
1204,41043,"20392115"
1205,41113,"875875"
1206,41244,"16766491"
1207,41377,"11007871"
1208,41421,"148135"
1209,41424,"25166264"
1210,41433,"15212917"
1211,41440,"1986045"
1212,41519,"7618777"
1213,41523,"4504692"
1214,41531,"14244254"
1215,41548,"13115162"
1216,41602,"33563245"
1217,41620,"7766000"
1218,41639,"20316200"
1219,41644,"8273086"
1220,41646,"18949973"
1221,41651,"11794588"
1222,41668,"16864547"
1223,41760,"1923174"
1224,41818,"8227728"
1225,41839,"8007456"
1226,41876,"19592964"
1227,41892,"21119176"
1228,41991,"20324098"
1229,42023,"24753336"
1230,42065,"4969918"
1231,42078,"5922046"
1232,42107,"5672950"
1233,42131,"37436519"
1234,42201,"33859271"
1235,42221,"19534456"
1236,42247,"12761430"
1237,42340,"8646467"
1238,42342,"5210744"
1239,42423,"7239553"
1240,42442,"39514943"
1241,42450,"31195026"
1242,42540,"4631592"
1243,42611,"8863750"
1244,42656,"22488925"
1245,42684,"5834103"
1246,42725,"30507836"
1247,42737,"12903671"
1248,42761,"17925693"
1249,42778,"1383694"
1250,42779,"4890728"
1251,42785,"6030073"
1252,42792,"9662974"
